areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
region,London,E12000007,26/01/2022,29,18645
region,London,E12000007,25/01/2022,21,18616
region,London,E12000007,24/01/2022,30,18595
region,London,E12000007,23/01/2022,22,18565
region,London,E12000007,22/01/2022,34,18543
region,London,E12000007,21/01/2022,42,18509
region,London,E12000007,20/01/2022,31,18467
region,London,E12000007,19/01/2022,34,18436
region,London,E12000007,18/01/2022,41,18402
region,London,E12000007,17/01/2022,36,18361
region,London,E12000007,16/01/2022,30,18325
region,London,E12000007,15/01/2022,47,18295
region,London,E12000007,14/01/2022,37,18248
region,London,E12000007,13/01/2022,43,18211
region,London,E12000007,12/01/2022,30,18168
region,London,E12000007,11/01/2022,45,18138
region,London,E12000007,10/01/2022,48,18093
region,London,E12000007,09/01/2022,39,18045
region,London,E12000007,08/01/2022,38,18006
region,London,E12000007,07/01/2022,35,17968
region,London,E12000007,06/01/2022,45,17933
region,London,E12000007,05/01/2022,29,17888
region,London,E12000007,04/01/2022,29,17859
region,London,E12000007,03/01/2022,30,17830
region,London,E12000007,02/01/2022,41,17800
region,London,E12000007,01/01/2022,40,17759
region,London,E12000007,31/12/2021,17,17719
region,London,E12000007,30/12/2021,38,17702
region,London,E12000007,29/12/2021,26,17664
region,London,E12000007,28/12/2021,25,17638
region,London,E12000007,27/12/2021,27,17613
region,London,E12000007,26/12/2021,21,17586
region,London,E12000007,25/12/2021,16,17565
region,London,E12000007,24/12/2021,22,17549
region,London,E12000007,23/12/2021,27,17527
region,London,E12000007,22/12/2021,25,17500
region,London,E12000007,21/12/2021,15,17475
region,London,E12000007,20/12/2021,11,17460
region,London,E12000007,19/12/2021,17,17449
region,London,E12000007,18/12/2021,16,17432
region,London,E12000007,17/12/2021,16,17416
region,London,E12000007,16/12/2021,11,17400
region,London,E12000007,15/12/2021,11,17389
region,London,E12000007,14/12/2021,18,17378
region,London,E12000007,13/12/2021,14,17360
region,London,E12000007,12/12/2021,20,17346
region,London,E12000007,11/12/2021,11,17326
region,London,E12000007,10/12/2021,16,17315
region,London,E12000007,09/12/2021,11,17299
region,London,E12000007,08/12/2021,13,17288
region,London,E12000007,07/12/2021,13,17275
region,London,E12000007,06/12/2021,15,17262
region,London,E12000007,05/12/2021,13,17247
region,London,E12000007,04/12/2021,12,17234
region,London,E12000007,03/12/2021,13,17222
region,London,E12000007,02/12/2021,8,17209
region,London,E12000007,01/12/2021,11,17201
region,London,E12000007,30/11/2021,15,17190
region,London,E12000007,29/11/2021,8,17175
region,London,E12000007,28/11/2021,12,17167
region,London,E12000007,27/11/2021,7,17155
region,London,E12000007,26/11/2021,9,17148
region,London,E12000007,25/11/2021,11,17139
region,London,E12000007,24/11/2021,17,17128
region,London,E12000007,23/11/2021,11,17111
region,London,E12000007,22/11/2021,8,17100
region,London,E12000007,21/11/2021,8,17092
region,London,E12000007,20/11/2021,9,17084
region,London,E12000007,19/11/2021,8,17075
region,London,E12000007,18/11/2021,6,17067
region,London,E12000007,17/11/2021,5,17061
region,London,E12000007,16/11/2021,8,17056
region,London,E12000007,15/11/2021,11,17048
region,London,E12000007,14/11/2021,10,17037
region,London,E12000007,13/11/2021,13,17027
region,London,E12000007,12/11/2021,8,17014
region,London,E12000007,11/11/2021,13,17006
region,London,E12000007,10/11/2021,15,16993
region,London,E12000007,09/11/2021,11,16978
region,London,E12000007,08/11/2021,16,16967
region,London,E12000007,07/11/2021,9,16951
region,London,E12000007,06/11/2021,15,16942
region,London,E12000007,05/11/2021,14,16927
region,London,E12000007,04/11/2021,12,16913
region,London,E12000007,03/11/2021,10,16901
region,London,E12000007,02/11/2021,15,16891
region,London,E12000007,01/11/2021,11,16876
region,London,E12000007,31/10/2021,12,16865
region,London,E12000007,30/10/2021,10,16853
region,London,E12000007,29/10/2021,11,16843
region,London,E12000007,28/10/2021,11,16832
region,London,E12000007,27/10/2021,19,16821
region,London,E12000007,26/10/2021,11,16802
region,London,E12000007,25/10/2021,12,16791
region,London,E12000007,24/10/2021,10,16779
region,London,E12000007,23/10/2021,7,16769
region,London,E12000007,22/10/2021,12,16762
region,London,E12000007,21/10/2021,9,16750
region,London,E12000007,20/10/2021,6,16741
region,London,E12000007,19/10/2021,9,16735
region,London,E12000007,18/10/2021,10,16726
region,London,E12000007,17/10/2021,13,16716
region,London,E12000007,16/10/2021,7,16703
region,London,E12000007,15/10/2021,5,16696
region,London,E12000007,14/10/2021,12,16691
region,London,E12000007,13/10/2021,6,16679
region,London,E12000007,12/10/2021,4,16673
region,London,E12000007,11/10/2021,8,16669
region,London,E12000007,10/10/2021,8,16661
region,London,E12000007,09/10/2021,11,16653
region,London,E12000007,08/10/2021,11,16642
region,London,E12000007,07/10/2021,6,16631
region,London,E12000007,06/10/2021,10,16625
region,London,E12000007,05/10/2021,11,16615
region,London,E12000007,04/10/2021,9,16604
region,London,E12000007,03/10/2021,6,16595
region,London,E12000007,02/10/2021,12,16589
region,London,E12000007,01/10/2021,16,16577
region,London,E12000007,30/09/2021,13,16561
region,London,E12000007,29/09/2021,13,16548
region,London,E12000007,28/09/2021,13,16535
region,London,E12000007,27/09/2021,17,16522
region,London,E12000007,26/09/2021,6,16505
region,London,E12000007,25/09/2021,10,16499
region,London,E12000007,24/09/2021,13,16489
region,London,E12000007,23/09/2021,14,16476
region,London,E12000007,22/09/2021,11,16462
region,London,E12000007,21/09/2021,8,16451
region,London,E12000007,20/09/2021,8,16443
region,London,E12000007,19/09/2021,9,16435
region,London,E12000007,18/09/2021,11,16426
region,London,E12000007,17/09/2021,8,16415
region,London,E12000007,16/09/2021,10,16407
region,London,E12000007,15/09/2021,11,16397
region,London,E12000007,14/09/2021,12,16386
region,London,E12000007,13/09/2021,4,16374
region,London,E12000007,12/09/2021,8,16370
region,London,E12000007,11/09/2021,8,16362
region,London,E12000007,10/09/2021,10,16354
region,London,E12000007,09/09/2021,17,16344
region,London,E12000007,08/09/2021,13,16327
region,London,E12000007,07/09/2021,11,16314
region,London,E12000007,06/09/2021,15,16303
region,London,E12000007,05/09/2021,11,16288
region,London,E12000007,04/09/2021,8,16277
region,London,E12000007,03/09/2021,21,16269
region,London,E12000007,02/09/2021,13,16248
region,London,E12000007,01/09/2021,11,16235
region,London,E12000007,31/08/2021,12,16224
region,London,E12000007,30/08/2021,8,16212
region,London,E12000007,29/08/2021,7,16204
region,London,E12000007,28/08/2021,14,16197
region,London,E12000007,27/08/2021,11,16183
region,London,E12000007,26/08/2021,13,16172
region,London,E12000007,25/08/2021,10,16159
region,London,E12000007,24/08/2021,9,16149
region,London,E12000007,23/08/2021,15,16140
region,London,E12000007,22/08/2021,13,16125
region,London,E12000007,21/08/2021,13,16112
region,London,E12000007,20/08/2021,16,16099
region,London,E12000007,19/08/2021,13,16083
region,London,E12000007,18/08/2021,10,16070
region,London,E12000007,17/08/2021,12,16060
region,London,E12000007,16/08/2021,10,16048
region,London,E12000007,15/08/2021,13,16038
region,London,E12000007,14/08/2021,12,16025
region,London,E12000007,13/08/2021,7,16013
region,London,E12000007,12/08/2021,17,16006
region,London,E12000007,11/08/2021,12,15989
region,London,E12000007,10/08/2021,5,15977
region,London,E12000007,09/08/2021,8,15972
region,London,E12000007,08/08/2021,7,15964
region,London,E12000007,07/08/2021,8,15957
region,London,E12000007,06/08/2021,8,15949
region,London,E12000007,05/08/2021,16,15941
region,London,E12000007,04/08/2021,13,15925
region,London,E12000007,03/08/2021,6,15912
region,London,E12000007,02/08/2021,9,15906
region,London,E12000007,01/08/2021,9,15897
region,London,E12000007,31/07/2021,8,15888
region,London,E12000007,30/07/2021,13,15880
region,London,E12000007,29/07/2021,11,15867
region,London,E12000007,28/07/2021,12,15856
region,London,E12000007,27/07/2021,3,15844
region,London,E12000007,26/07/2021,8,15841
region,London,E12000007,25/07/2021,5,15833
region,London,E12000007,24/07/2021,5,15828
region,London,E12000007,23/07/2021,10,15823
region,London,E12000007,22/07/2021,7,15813
region,London,E12000007,21/07/2021,8,15806
region,London,E12000007,20/07/2021,8,15798
region,London,E12000007,19/07/2021,6,15790
region,London,E12000007,18/07/2021,7,15784
region,London,E12000007,17/07/2021,3,15777
region,London,E12000007,16/07/2021,2,15774
region,London,E12000007,15/07/2021,2,15772
region,London,E12000007,14/07/2021,3,15770
region,London,E12000007,13/07/2021,4,15767
region,London,E12000007,12/07/2021,2,15763
region,London,E12000007,11/07/2021,0,15761
region,London,E12000007,10/07/2021,3,15761
region,London,E12000007,09/07/2021,2,15758
region,London,E12000007,08/07/2021,3,15756
region,London,E12000007,07/07/2021,2,15753
region,London,E12000007,06/07/2021,2,15751
region,London,E12000007,05/07/2021,2,15749
region,London,E12000007,04/07/2021,1,15747
region,London,E12000007,03/07/2021,3,15746
region,London,E12000007,02/07/2021,2,15743
region,London,E12000007,01/07/2021,3,15741
region,London,E12000007,30/06/2021,4,15738
region,London,E12000007,29/06/2021,3,15734
region,London,E12000007,28/06/2021,0,15731
region,London,E12000007,27/06/2021,4,15731
region,London,E12000007,26/06/2021,0,15727
region,London,E12000007,25/06/2021,4,15727
region,London,E12000007,24/06/2021,3,15723
region,London,E12000007,23/06/2021,0,15720
region,London,E12000007,22/06/2021,0,15720
region,London,E12000007,21/06/2021,2,15720
region,London,E12000007,20/06/2021,1,15718
region,London,E12000007,19/06/2021,2,15717
region,London,E12000007,18/06/2021,4,15715
region,London,E12000007,17/06/2021,2,15711
region,London,E12000007,16/06/2021,2,15709
region,London,E12000007,15/06/2021,1,15707
region,London,E12000007,14/06/2021,0,15706
region,London,E12000007,13/06/2021,1,15706
region,London,E12000007,12/06/2021,5,15705
region,London,E12000007,11/06/2021,0,15700
region,London,E12000007,10/06/2021,0,15700
region,London,E12000007,09/06/2021,2,15700
region,London,E12000007,08/06/2021,2,15698
region,London,E12000007,07/06/2021,0,15696
region,London,E12000007,06/06/2021,2,15696
region,London,E12000007,05/06/2021,1,15694
region,London,E12000007,04/06/2021,2,15693
region,London,E12000007,03/06/2021,1,15691
region,London,E12000007,02/06/2021,1,15690
region,London,E12000007,01/06/2021,0,15689
region,London,E12000007,31/05/2021,0,15689
region,London,E12000007,30/05/2021,2,15689
region,London,E12000007,29/05/2021,1,15687
region,London,E12000007,28/05/2021,0,15686
region,London,E12000007,27/05/2021,1,15686
region,London,E12000007,26/05/2021,3,15685
region,London,E12000007,25/05/2021,1,15682
region,London,E12000007,24/05/2021,1,15681
region,London,E12000007,23/05/2021,2,15680
region,London,E12000007,22/05/2021,0,15678
region,London,E12000007,21/05/2021,0,15678
region,London,E12000007,20/05/2021,2,15678
region,London,E12000007,19/05/2021,0,15676
region,London,E12000007,18/05/2021,0,15676
region,London,E12000007,17/05/2021,0,15676
region,London,E12000007,16/05/2021,1,15676
region,London,E12000007,15/05/2021,2,15675
region,London,E12000007,14/05/2021,0,15673
region,London,E12000007,13/05/2021,0,15673
region,London,E12000007,12/05/2021,0,15673
region,London,E12000007,11/05/2021,1,15673
region,London,E12000007,10/05/2021,2,15672
region,London,E12000007,09/05/2021,0,15670
region,London,E12000007,08/05/2021,0,15670
region,London,E12000007,07/05/2021,3,15670
region,London,E12000007,06/05/2021,0,15667
region,London,E12000007,05/05/2021,3,15667
region,London,E12000007,04/05/2021,1,15664
region,London,E12000007,03/05/2021,1,15663
region,London,E12000007,02/05/2021,1,15662
region,London,E12000007,01/05/2021,1,15661
region,London,E12000007,30/04/2021,2,15660
region,London,E12000007,29/04/2021,0,15658
region,London,E12000007,28/04/2021,5,15658
region,London,E12000007,27/04/2021,3,15653
region,London,E12000007,26/04/2021,0,15650
region,London,E12000007,25/04/2021,2,15650
region,London,E12000007,24/04/2021,1,15648
region,London,E12000007,23/04/2021,1,15647
region,London,E12000007,22/04/2021,0,15646
region,London,E12000007,21/04/2021,1,15646
region,London,E12000007,20/04/2021,2,15645
region,London,E12000007,19/04/2021,3,15643
region,London,E12000007,18/04/2021,2,15640
region,London,E12000007,17/04/2021,1,15638
region,London,E12000007,16/04/2021,2,15637
region,London,E12000007,15/04/2021,2,15635
region,London,E12000007,14/04/2021,0,15633
region,London,E12000007,13/04/2021,2,15633
region,London,E12000007,12/04/2021,0,15631
region,London,E12000007,11/04/2021,3,15631
region,London,E12000007,10/04/2021,3,15628
region,London,E12000007,09/04/2021,1,15625
region,London,E12000007,08/04/2021,2,15624
region,London,E12000007,07/04/2021,2,15622
region,London,E12000007,06/04/2021,1,15620
region,London,E12000007,05/04/2021,1,15619
region,London,E12000007,04/04/2021,1,15618
region,London,E12000007,03/04/2021,4,15617
region,London,E12000007,02/04/2021,1,15613
region,London,E12000007,01/04/2021,3,15612
region,London,E12000007,31/03/2021,2,15609
region,London,E12000007,30/03/2021,2,15607
region,London,E12000007,29/03/2021,2,15605
region,London,E12000007,28/03/2021,2,15603
region,London,E12000007,27/03/2021,7,15601
region,London,E12000007,26/03/2021,2,15594
region,London,E12000007,25/03/2021,1,15592
region,London,E12000007,24/03/2021,5,15591
region,London,E12000007,23/03/2021,2,15586
region,London,E12000007,22/03/2021,7,15584
region,London,E12000007,21/03/2021,3,15577
region,London,E12000007,20/03/2021,2,15574
region,London,E12000007,19/03/2021,3,15572
region,London,E12000007,18/03/2021,2,15569
region,London,E12000007,17/03/2021,7,15567
region,London,E12000007,16/03/2021,5,15560
region,London,E12000007,15/03/2021,7,15555
region,London,E12000007,14/03/2021,6,15548
region,London,E12000007,13/03/2021,8,15542
region,London,E12000007,12/03/2021,1,15534
region,London,E12000007,11/03/2021,7,15533
region,London,E12000007,10/03/2021,10,15526
region,London,E12000007,09/03/2021,9,15516
region,London,E12000007,08/03/2021,7,15507
region,London,E12000007,07/03/2021,9,15500
region,London,E12000007,06/03/2021,13,15491
region,London,E12000007,05/03/2021,15,15478
region,London,E12000007,04/03/2021,12,15463
region,London,E12000007,03/03/2021,8,15451
region,London,E12000007,02/03/2021,14,15443
region,London,E12000007,01/03/2021,20,15429
region,London,E12000007,28/02/2021,10,15409
region,London,E12000007,27/02/2021,12,15399
region,London,E12000007,26/02/2021,15,15387
region,London,E12000007,25/02/2021,19,15372
region,London,E12000007,24/02/2021,21,15353
region,London,E12000007,23/02/2021,20,15332
region,London,E12000007,22/02/2021,21,15312
region,London,E12000007,21/02/2021,38,15291
region,London,E12000007,20/02/2021,30,15253
region,London,E12000007,19/02/2021,33,15223
region,London,E12000007,18/02/2021,37,15190
region,London,E12000007,17/02/2021,40,15153
region,London,E12000007,16/02/2021,43,15113
region,London,E12000007,15/02/2021,44,15070
region,London,E12000007,14/02/2021,37,15026
region,London,E12000007,13/02/2021,41,14989
region,London,E12000007,12/02/2021,41,14948
region,London,E12000007,11/02/2021,44,14907
region,London,E12000007,10/02/2021,65,14863
region,London,E12000007,09/02/2021,57,14798
region,London,E12000007,08/02/2021,66,14741
region,London,E12000007,07/02/2021,65,14675
region,London,E12000007,06/02/2021,76,14610
region,London,E12000007,05/02/2021,91,14534
region,London,E12000007,04/02/2021,67,14443
region,London,E12000007,03/02/2021,108,14376
region,London,E12000007,02/02/2021,97,14268
region,London,E12000007,01/02/2021,93,14171
region,London,E12000007,31/01/2021,101,14078
region,London,E12000007,30/01/2021,86,13977
region,London,E12000007,29/01/2021,123,13891
region,London,E12000007,28/01/2021,125,13768
region,London,E12000007,27/01/2021,128,13643
region,London,E12000007,26/01/2021,126,13515
region,London,E12000007,25/01/2021,155,13389
region,London,E12000007,24/01/2021,152,13234
region,London,E12000007,23/01/2021,159,13082
region,London,E12000007,22/01/2021,160,12923
region,London,E12000007,21/01/2021,183,12763
region,London,E12000007,20/01/2021,186,12580
region,London,E12000007,19/01/2021,208,12394
region,London,E12000007,18/01/2021,204,12186
region,London,E12000007,17/01/2021,208,11982
region,London,E12000007,16/01/2021,200,11774
region,London,E12000007,15/01/2021,183,11574
region,London,E12000007,14/01/2021,197,11391
region,London,E12000007,13/01/2021,201,11194
region,London,E12000007,12/01/2021,193,10993
region,London,E12000007,11/01/2021,185,10800
region,London,E12000007,10/01/2021,194,10615
region,London,E12000007,09/01/2021,179,10421
region,London,E12000007,08/01/2021,176,10242
region,London,E12000007,07/01/2021,186,10066
region,London,E12000007,06/01/2021,161,9880
region,London,E12000007,05/01/2021,177,9719
region,London,E12000007,04/01/2021,161,9542
region,London,E12000007,03/01/2021,137,9381
region,London,E12000007,02/01/2021,146,9244
region,London,E12000007,01/01/2021,136,9098
region,London,E12000007,31/12/2020,129,8962
region,London,E12000007,30/12/2020,125,8833
region,London,E12000007,29/12/2020,111,8708
region,London,E12000007,28/12/2020,102,8597
region,London,E12000007,27/12/2020,104,8495
region,London,E12000007,26/12/2020,93,8391
region,London,E12000007,25/12/2020,90,8298
